Ticker,Result
HDFCBANK.NS,0.11413082443628778
TCS.NS,0.09598658289230133
SUNPHARMA.NS,0.22383469967639613
BHARTIARTL.NS,0.23867610548340873
LT.NS,0.21160523255982236
M&M.NS,0.25425046716017025
