,Execution Date,Signal Date,Portfolio,Ticker,Target Weight,Training Observations
67,2024-02-01,2024-01-31,Maximum Sharpe,M&M.NS,0.007844798375546497,700
68,2024-02-01,2024-01-31,Maximum Sharpe,BEL.NS,0.15560135871766928,700
69,2024-02-01,2024-01-31,Maximum Sharpe,TRENT.NS,0.133715259470541,700
70,2024-02-01,2024-01-31,Risk Parity,HDFCBANK.NS,0.10234337448115266,700
71,2024-02-01,2024-01-31,Risk Parity,TCS.NS,0.11750020237378235,700
72,2024-02-01,2024-01-31,Risk Parity,HINDUNILVR.NS,0.1257100390750705,700
73,2024-02-01,2024-01-31,Risk Parity,SUNPHARMA.NS,0.1155474182471912,700
74,2024-02-01,2024-01-31,Risk Parity,POWERGRID.NS,0.1120345394218109,700
75,2024-02-01,2024-01-31,Risk Parity,BHARTIARTL.NS,0.10620205249592071,700
76,2024-02-01,2024-01-31,Risk Parity,LT.NS,0.08731977790418713,700
77,2024-02-01,2024-01-31,Risk Parity,M&M.NS,0.0804870982526802,700
78,2024-02-01,2024-01-31,Risk Parity,BEL.NS,0.07840554800018394,700
79,2024-02-01,2024-01-31,Risk Parity,TRENT.NS,0.0744499497480205,700
80,2024-03-01,2024-02-29,Current Equal Weight,HDFCBANK.NS,0.1,721
81,2024-03-01,2024-02-29,Current Equal Weight,TCS.NS,0.1,721
82,2024-03-01,2024-02-29,Current Equal Weight,HINDUNILVR.NS,0.1,721
83,2024-03-01,2024-02-29,Current Equal Weight,SUNPHARMA.NS,0.1,721
84,2024-03-01,2024-02-29,Current Equal Weight,POWERGRID.NS,0.1,721
85,2024-03-01,2024-02-29,Current Equal Weight,BHARTIARTL.NS,0.1,721
86,2024-03-01,2024-02-29,Current Equal Weight,LT.NS,0.1,721
87,2024-03-01,2024-02-29,Current Equal Weight,M&M.NS,0.1,721
88,2024-03-01,2024-02-29,Current Equal Weight,BEL.NS,0.1,721
89,2024-03-01,2024-02-29,Current Equal Weight,TRENT.NS,0.1,721
90,2024-03-01,2024-02-29,Minimum Volatility,HDFCBANK.NS,0.10961705349111193,721
91,2024-03-01,2024-02-29,Minimum Volatility,TCS.NS,0.16331249375777357,721
92,2024-03-01,2024-02-29,Minimum Volatility,HINDUNILVR.NS,0.19999999999999996,721
93,2024-03-01,2024-02-29,Minimum Volatility,SUNPHARMA.NS,0.16633481520540722,721
94,2024-03-01,2024-02-29,Minimum Volatility,POWERGRID.NS,0.1477125104028764,721
95,2024-03-01,2024-02-29,Minimum Volatility,BHARTIARTL.NS,0.12436097707797222,721
96,2024-03-01,2024-02-29,Minimum Volatility,LT.NS,0.028248939260261778,721
97,2024-03-01,2024-02-29,Minimum Volatility,M&M.NS,0.019085306118166435,721
98,2024-03-01,2024-02-29,Minimum Volatility,BEL.NS,0.032755701171481945,721
99,2024-03-01,2024-02-29,Minimum Volatility,TRENT.NS,0.008572203514948442,721
100,2024-03-01,2024-02-29,Maximum Sharpe,HDFCBANK.NS,0.0,721
101,2024-03-01,2024-02-29,Maximum Sharpe,TCS.NS,0.06039553003472503,721
102,2024-03-01,2024-02-29,Maximum Sharpe,HINDUNILVR.NS,0.012510761949322047,721
103,2024-03-01,2024-02-29,Maximum Sharpe,SUNPHARMA.NS,0.19999999999999998,721
104,2024-03-01,2024-02-29,Maximum Sharpe,POWERGRID.NS,0.178529157419649,721
105,2024-03-01,2024-02-29,Maximum Sharpe,BHARTIARTL.NS,0.15217584818886587,721
106,2024-03-01,2024-02-29,Maximum Sharpe,LT.NS,0.07832503000900284,721
107,2024-03-01,2024-02-29,Maximum Sharpe,M&M.NS,0.035271448114842244,721
108,2024-03-01,2024-02-29,Maximum Sharpe,BEL.NS,0.14974057752827188,721
109,2024-03-01,2024-02-29,Maximum Sharpe,TRENT.NS,0.13305164675532105,721
110,2024-03-01,2024-02-29,Risk Parity,HDFCBANK.NS,0.10324622655649572,721
111,2024-03-01,2024-02-29,Risk Parity,TCS.NS,0.11685744895458748,721
112,2024-03-01,2024-02-29,Risk Parity,HINDUNILVR.NS,0.1274387011958161,721
113,2024-03-01,2024-02-29,Risk Parity,SUNPHARMA.NS,0.11659002560588247,721
114,2024-03-01,2024-02-29,Risk Parity,POWERGRID.NS,0.1105291363948956,721
115,2024-03-01,2024-02-29,Risk Parity,BHARTIARTL.NS,0.1064375538111011,721
116,2024-03-01,2024-02-29,Risk Parity,LT.NS,0.08763958037514646,721
117,2024-03-01,2024-02-29,Risk Parity,M&M.NS,0.08006056757237773,721
118,2024-03-01,2024-02-29,Risk Parity,BEL.NS,0.07820008182436382,721
119,2024-03-01,2024-02-29,Risk Parity,TRENT.NS,0.0730006777093336,721
120,2024-04-01,2024-03-28,Current Equal Weight,HDFCBANK.NS,0.1,739
121,2024-04-01,2024-03-28,Current Equal Weight,TCS.NS,0.1,739
122,2024-04-01,2024-03-28,Current Equal Weight,HINDUNILVR.NS,0.1,739
123,2024-04-01,2024-03-28,Current Equal Weight,SUNPHARMA.NS,0.1,739
124,2024-04-01,2024-03-28,Current Equal Weight,POWERGRID.NS,0.1,739
125,2024-04-01,2024-03-28,Current Equal Weight,BHARTIARTL.NS,0.1,739
126,2024-04-01,2024-03-28,Current Equal Weight,LT.NS,0.1,739
127,2024-04-01,2024-03-28,Current Equal Weight,M&M.NS,0.1,739
128,2024-04-01,2024-03-28,Current Equal Weight,BEL.NS,0.1,739
129,2024-04-01,2024-03-28,Current Equal Weight,TRENT.NS,0.1,739
130,2024-04-01,2024-03-28,Minimum Volatility,HDFCBANK.NS,0.1196726830539934,739
131,2024-04-01,2024-03-28,Minimum Volatility,TCS.NS,0.1642096676195903,739
132,2024-04-01,2024-03-28,Minimum Volatility,HINDUNILVR.NS,0.20000000000000007,739
133,2024-04-01,2024-03-28,Minimum Volatility,SUNPHARMA.NS,0.1694068779776311,739
134,2024-04-01,2024-03-28,Minimum Volatility,POWERGRID.NS,0.13738222475005638,739
135,2024-04-01,2024-03-28,Minimum Volatility,BHARTIARTL.NS,0.12526213287313576,739
136,2024-04-01,2024-03-28,Minimum Volatility,LT.NS,0.027598437326350873,739
137,2024-04-01,2024-03-28,Minimum Volatility,M&M.NS,0.02043079812296923,739
138,2024-04-01,2024-03-28,Minimum Volatility,BEL.NS,0.026997589596913934,739
139,2024-04-01,2024-03-28,Minimum Volatility,TRENT.NS,0.009039588679359088,739
140,2024-04-01,2024-03-28,Maximum Sharpe,HDFCBANK.NS,0.0,739
141,2024-04-01,2024-03-28,Maximum Sharpe,TCS.NS,0.03712068827837634,739
142,2024-04-01,2024-03-28,Maximum Sharpe,HINDUNILVR.NS,0.0,739
143,2024-04-01,2024-03-28,Maximum Sharpe,SUNPHARMA.NS,0.19999999999999993,739
144,2024-04-01,2024-03-28,Maximum Sharpe,POWERGRID.NS,0.16071149802766407,739
145,2024-04-01,2024-03-28,Maximum Sharpe,BHARTIARTL.NS,0.1823520776131927,739
146,2024-04-01,2024-03-28,Maximum Sharpe,LT.NS,0.1074253071999397,739
147,2024-04-01,2024-03-28,Maximum Sharpe,M&M.NS,0.03174940134986451,739
148,2024-04-01,2024-03-28,Maximum Sharpe,BEL.NS,0.13912362195746358,739
149,2024-04-01,2024-03-28,Maximum Sharpe,TRENT.NS,0.14151740557349912,739
150,2024-04-01,2024-03-28,Risk Parity,HDFCBANK.NS,0.10565302788630494,739
151,2024-04-01,2024-03-28,Risk Parity,TCS.NS,0.11737407905764073,739
152,2024-04-01,2024-03-28,Risk Parity,HINDUNILVR.NS,0.12722186744938369,739
153,2024-04-01,2024-03-28,Risk Parity,SUNPHARMA.NS,0.1169260532450927,739
154,2024-04-01,2024-03-28,Risk Parity,POWERGRID.NS,0.10708450713859892,739
155,2024-04-01,2024-03-28,Risk Parity,BHARTIARTL.NS,0.10721259428094211,739
156,2024-04-01,2024-03-28,Risk Parity,LT.NS,0.0875965285411653,739
157,2024-04-01,2024-03-28,Risk Parity,M&M.NS,0.08036612177295041,739
158,2024-04-01,2024-03-28,Risk Parity,BEL.NS,0.07691758510428524,739
159,2024-04-01,2024-03-28,Risk Parity,TRENT.NS,0.07364763552363594,739
160,2024-05-02,2024-04-30,Current Equal Weight,HDFCBANK.NS,0.1,756
161,2024-05-02,2024-04-30,Current Equal Weight,TCS.NS,0.1,756
162,2024-05-02,2024-04-30,Current Equal Weight,HINDUNILVR.NS,0.1,756
163,2024-05-02,2024-04-30,Current Equal Weight,SUNPHARMA.NS,0.1,756
164,2024-05-02,2024-04-30,Current Equal Weight,POWERGRID.NS,0.1,756
165,2024-05-02,2024-04-30,Current Equal Weight,BHARTIARTL.NS,0.1,756
166,2024-05-02,2024-04-30,Current Equal Weight,LT.NS,0.1,756
167,2024-05-02,2024-04-30,Current Equal Weight,M&M.NS,0.1,756
168,2024-05-02,2024-04-30,Current Equal Weight,BEL.NS,0.1,756
169,2024-05-02,2024-04-30,Current Equal Weight,TRENT.NS,0.1,756
170,2024-05-02,2024-04-30,Minimum Volatility,HDFCBANK.NS,0.12029911125635369,756
171,2024-05-02,2024-04-30,Minimum Volatility,TCS.NS,0.16473302391304576,756
172,2024-05-02,2024-04-30,Minimum Volatility,HINDUNILVR.NS,0.20000000000000004,756
173,2024-05-02,2024-04-30,Minimum Volatility,SUNPHARMA.NS,0.1670393912319123,756
174,2024-05-02,2024-04-30,Minimum Volatility,POWERGRID.NS,0.13658685377836752,756
175,2024-05-02,2024-04-30,Minimum Volatility,BHARTIARTL.NS,0.1259496820991697,756
176,2024-05-02,2024-04-30,Minimum Volatility,LT.NS,0.024078602402700412,756
177,2024-05-02,2024-04-30,Minimum Volatility,M&M.NS,0.02216378003944061,756
178,2024-05-02,2024-04-30,Minimum Volatility,BEL.NS,0.029411836138555372,756
179,2024-05-02,2024-04-30,Minimum Volatility,TRENT.NS,0.009737719140454609,756
180,2024-05-02,2024-04-30,Maximum Sharpe,HDFCBANK.NS,0.0,756
181,2024-05-02,2024-04-30,Maximum Sharpe,TCS.NS,0.018400359535038026,756
182,2024-05-02,2024-04-30,Maximum Sharpe,HINDUNILVR.NS,0.0,756
183,2024-05-02,2024-04-30,Maximum Sharpe,SUNPHARMA.NS,0.20000000000000007,756
184,2024-05-02,2024-04-30,Maximum Sharpe,POWERGRID.NS,0.17373961556008807,756
185,2024-05-02,2024-04-30,Maximum Sharpe,BHARTIARTL.NS,0.17919585886486447,756
186,2024-05-02,2024-04-30,Maximum Sharpe,LT.NS,0.08201973627264968,756
187,2024-05-02,2024-04-30,Maximum Sharpe,M&M.NS,0.04815778264802101,756
188,2024-05-02,2024-04-30,Maximum Sharpe,BEL.NS,0.145172699423003,756
189,2024-05-02,2024-04-30,Maximum Sharpe,TRENT.NS,0.1533139476963357,756
190,2024-05-02,2024-04-30,Risk Parity,HDFCBANK.NS,0.105891385736923,756
191,2024-05-02,2024-04-30,Risk Parity,TCS.NS,0.11696241888711914,756
192,2024-05-02,2024-04-30,Risk Parity,HINDUNILVR.NS,0.12746514494845723,756
193,2024-05-02,2024-04-30,Risk Parity,SUNPHARMA.NS,0.11631953307594835,756
194,2024-05-02,2024-04-30,Risk Parity,POWERGRID.NS,0.10701035258617835,756
195,2024-05-02,2024-04-30,Risk Parity,BHARTIARTL.NS,0.1072210170394076,756
196,2024-05-02,2024-04-30,Risk Parity,LT.NS,0.08744675259037103,756
197,2024-05-02,2024-04-30,Risk Parity,M&M.NS,0.08046800060479313,756
198,2024-05-02,2024-04-30,Risk Parity,BEL.NS,0.07718197446515042,756
199,2024-05-02,2024-04-30,Risk Parity,TRENT.NS,0.07403342006565176,756
200,2024-06-03,2024-05-31,Current Equal Weight,HDFCBANK.NS,0.1,756
201,2024-06-03,2024-05-31,Current Equal Weight,TCS.NS,0.1,756
202,2024-06-03,2024-05-31,Current Equal Weight,HINDUNILVR.NS,0.1,756
203,2024-06-03,2024-05-31,Current Equal Weight,SUNPHARMA.NS,0.1,756
204,2024-06-03,2024-05-31,Current Equal Weight,POWERGRID.NS,0.1,756
205,2024-06-03,2024-05-31,Current Equal Weight,BHARTIARTL.NS,0.1,756
206,2024-06-03,2024-05-31,Current Equal Weight,LT.NS,0.1,756
207,2024-06-03,2024-05-31,Current Equal Weight,M&M.NS,0.1,756
208,2024-06-03,2024-05-31,Current Equal Weight,BEL.NS,0.1,756
209,2024-06-03,2024-05-31,Current Equal Weight,TRENT.NS,0.1,756
210,2024-06-03,2024-05-31,Minimum Volatility,HDFCBANK.NS,0.12312262022009977,756
211,2024-06-03,2024-05-31,Minimum Volatility,TCS.NS,0.1533941316387717,756
212,2024-06-03,2024-05-31,Minimum Volatility,HINDUNILVR.NS,0.20000000000000004,756
213,2024-06-03,2024-05-31,Minimum Volatility,SUNPHARMA.NS,0.170783966116361,756
214,2024-06-03,2024-05-31,Minimum Volatility,POWERGRID.NS,0.1337770733507828,756
215,2024-06-03,2024-05-31,Minimum Volatility,BHARTIARTL.NS,0.13272677013842699,756
216,2024-06-03,2024-05-31,Minimum Volatility,LT.NS,0.022982585943605617,756
217,2024-06-03,2024-05-31,Minimum Volatility,M&M.NS,0.03175076795128231,756
218,2024-06-03,2024-05-31,Minimum Volatility,BEL.NS,0.02961098500543351,756
219,2024-06-03,2024-05-31,Minimum Volatility,TRENT.NS,0.0018510996352363036,756
220,2024-06-03,2024-05-31,Maximum Sharpe,HDFCBANK.NS,0.0,756
221,2024-06-03,2024-05-31,Maximum Sharpe,TCS.NS,0.018919740397482194,756
222,2024-06-03,2024-05-31,Maximum Sharpe,HINDUNILVR.NS,0.0,756
223,2024-06-03,2024-05-31,Maximum Sharpe,SUNPHARMA.NS,0.1715796606011142,756
224,2024-06-03,2024-05-31,Maximum Sharpe,POWERGRID.NS,0.16156843718867428,756
225,2024-06-03,2024-05-31,Maximum Sharpe,BHARTIARTL.NS,0.1804634954208289,756
226,2024-06-03,2024-05-31,Maximum Sharpe,LT.NS,0.08315661754095605,756
227,2024-06-03,2024-05-31,Maximum Sharpe,M&M.NS,0.09240019597176252,756
228,2024-06-03,2024-05-31,Maximum Sharpe,BEL.NS,0.15325963413397212,756
229,2024-06-03,2024-05-31,Maximum Sharpe,TRENT.NS,0.13865221874520983,756
230,2024-06-03,2024-05-31,Risk Parity,HDFCBANK.NS,0.10695132638209223,756
231,2024-06-03,2024-05-31,Risk Parity,TCS.NS,0.11508925927329995,756
232,2024-06-03,2024-05-31,Risk Parity,HINDUNILVR.NS,0.12633497703976018,756
233,2024-06-03,2024-05-31,Risk Parity,SUNPHARMA.NS,0.11795559209995714,756
234,2024-06-03,2024-05-31,Risk Parity,POWERGRID.NS,0.10702501939494903,756
235,2024-06-03,2024-05-31,Risk Parity,BHARTIARTL.NS,0.10921033170970036,756
236,2024-06-03,2024-05-31,Risk Parity,LT.NS,0.08696433450438867,756
237,2024-06-03,2024-05-31,Risk Parity,M&M.NS,0.08183265779481316,756
238,2024-06-03,2024-05-31,Risk Parity,BEL.NS,0.076493516546648,756
239,2024-06-03,2024-05-31,Risk Parity,TRENT.NS,0.07214298525439132,756
240,2024-07-01,2024-06-28,Current Equal Weight,HDFCBANK.NS,0.1,756
241,2024-07-01,2024-06-28,Current Equal Weight,TCS.NS,0.1,756
242,2024-07-01,2024-06-28,Current Equal Weight,HINDUNILVR.NS,0.1,756
243,2024-07-01,2024-06-28,Current Equal Weight,SUNPHARMA.NS,0.1,756
244,2024-07-01,2024-06-28,Current Equal Weight,POWERGRID.NS,0.1,756
245,2024-07-01,2024-06-28,Current Equal Weight,BHARTIARTL.NS,0.1,756
246,2024-07-01,2024-06-28,Current Equal Weight,LT.NS,0.1,756
247,2024-07-01,2024-06-28,Current Equal Weight,M&M.NS,0.1,756
248,2024-07-01,2024-06-28,Current Equal Weight,BEL.NS,0.1,756
249,2024-07-01,2024-06-28,Current Equal Weight,TRENT.NS,0.1,756
250,2024-07-01,2024-06-28,Minimum Volatility,HDFCBANK.NS,0.12947416261524616,756
251,2024-07-01,2024-06-28,Minimum Volatility,TCS.NS,0.1776252611390395,756
252,2024-07-01,2024-06-28,Minimum Volatility,HINDUNILVR.NS,0.20000000000000004,756
253,2024-07-01,2024-06-28,Minimum Volatility,SUNPHARMA.NS,0.18344823463739432,756
254,2024-07-01,2024-06-28,Minimum Volatility,POWERGRID.NS,0.12209263148112362,756
255,2024-07-01,2024-06-28,Minimum Volatility,BHARTIARTL.NS,0.12643122582813854,756
256,2024-07-01,2024-06-28,Minimum Volatility,LT.NS,0.011387352410068163,756
257,2024-07-01,2024-06-28,Minimum Volatility,M&M.NS,0.027476193463652834,756
258,2024-07-01,2024-06-28,Minimum Volatility,BEL.NS,0.01648898019774579,756
259,2024-07-01,2024-06-28,Minimum Volatility,TRENT.NS,0.0055759582275912,756
260,2024-07-01,2024-06-28,Maximum Sharpe,HDFCBANK.NS,0.0,756
261,2024-07-01,2024-06-28,Maximum Sharpe,TCS.NS,0.05790083405229831,756
262,2024-07-01,2024-06-28,Maximum Sharpe,HINDUNILVR.NS,0.05777085678156423,756
263,2024-07-01,2024-06-28,Maximum Sharpe,SUNPHARMA.NS,0.19720867497744404,756
264,2024-07-01,2024-06-28,Maximum Sharpe,POWERGRID.NS,0.1315847055763091,756
265,2024-07-01,2024-06-28,Maximum Sharpe,BHARTIARTL.NS,0.1837160947846964,756
266,2024-07-01,2024-06-28,Maximum Sharpe,LT.NS,0.0,756
267,2024-07-01,2024-06-28,Maximum Sharpe,M&M.NS,0.10799936930795857,756
268,2024-07-01,2024-06-28,Maximum Sharpe,BEL.NS,0.12012451495016054,756
269,2024-07-01,2024-06-28,Maximum Sharpe,TRENT.NS,0.14369494956956885,756
270,2024-07-01,2024-06-28,Risk Parity,HDFCBANK.NS,0.10698092887234603,756
271,2024-07-01,2024-06-28,Risk Parity,TCS.NS,0.12137229628989234,756
272,2024-07-01,2024-06-28,Risk Parity,HINDUNILVR.NS,0.13638696419803462,756
273,2024-07-01,2024-06-28,Risk Parity,SUNPHARMA.NS,0.12062212107191199,756
274,2024-07-01,2024-06-28,Risk Parity,POWERGRID.NS,0.09923265918586788,756
275,2024-07-01,2024-06-28,Risk Parity,BHARTIARTL.NS,0.10590305705033626,756
276,2024-07-01,2024-06-28,Risk Parity,LT.NS,0.08312323748079334,756
277,2024-07-01,2024-06-28,Risk Parity,M&M.NS,0.08175996123028956,756
278,2024-07-01,2024-06-28,Risk Parity,BEL.NS,0.07095898648486752,756
279,2024-07-01,2024-06-28,Risk Parity,TRENT.NS,0.07365978813566054,756
280,2024-08-01,2024-07-31,Current Equal Weight,HDFCBANK.NS,0.1,756
281,2024-08-01,2024-07-31,Current Equal Weight,TCS.NS,0.1,756
282,2024-08-01,2024-07-31,Current Equal Weight,HINDUNILVR.NS,0.1,756
283,2024-08-01,2024-07-31,Current Equal Weight,SUNPHARMA.NS,0.1,756
284,2024-08-01,2024-07-31,Current Equal Weight,POWERGRID.NS,0.1,756
285,2024-08-01,2024-07-31,Current Equal Weight,BHARTIARTL.NS,0.1,756
286,2024-08-01,2024-07-31,Current Equal Weight,LT.NS,0.1,756
287,2024-08-01,2024-07-31,Current Equal Weight,M&M.NS,0.1,756
288,2024-08-01,2024-07-31,Current Equal Weight,BEL.NS,0.1,756
289,2024-08-01,2024-07-31,Current Equal Weight,TRENT.NS,0.1,756
290,2024-08-01,2024-07-31,Minimum Volatility,HDFCBANK.NS,0.13377300948836887,756
291,2024-08-01,2024-07-31,Minimum Volatility,TCS.NS,0.1745336558854292,756
292,2024-08-01,2024-07-31,Minimum Volatility,HINDUNILVR.NS,0.2,756
293,2024-08-01,2024-07-31,Minimum Volatility,SUNPHARMA.NS,0.18275986719290638,756
294,2024-08-01,2024-07-31,Minimum Volatility,POWERGRID.NS,0.12393961521831355,756
295,2024-08-01,2024-07-31,Minimum Volatility,BHARTIARTL.NS,0.12336607486359236,756
296,2024-08-01,2024-07-31,Minimum Volatility,LT.NS,0.012581920171176734,756
297,2024-08-01,2024-07-31,Minimum Volatility,M&M.NS,0.022745190573477726,756
298,2024-08-01,2024-07-31,Minimum Volatility,BEL.NS,0.01724441796752073,756
299,2024-08-01,2024-07-31,Minimum Volatility,TRENT.NS,0.009056248639214497,756
300,2024-08-01,2024-07-31,Maximum Sharpe,HDFCBANK.NS,0.0,756
301,2024-08-01,2024-07-31,Maximum Sharpe,TCS.NS,0.07752445525533434,756
302,2024-08-01,2024-07-31,Maximum Sharpe,HINDUNILVR.NS,0.05919595285179518,756
303,2024-08-01,2024-07-31,Maximum Sharpe,SUNPHARMA.NS,0.19999999999999996,756
304,2024-08-01,2024-07-31,Maximum Sharpe,POWERGRID.NS,0.14103160959035144,756
305,2024-08-01,2024-07-31,Maximum Sharpe,BHARTIARTL.NS,0.17925431599676914,756
306,2024-08-01,2024-07-31,Maximum Sharpe,LT.NS,0.012743295654453876,756
307,2024-08-01,2024-07-31,Maximum Sharpe,M&M.NS,0.10607658533764606,756
308,2024-08-01,2024-07-31,Maximum Sharpe,BEL.NS,0.09003048750347943,756
309,2024-08-01,2024-07-31,Maximum Sharpe,TRENT.NS,0.1341432978101706,756
310,2024-08-01,2024-07-31,Risk Parity,HDFCBANK.NS,0.10747396451594136,756
311,2024-08-01,2024-07-31,Risk Parity,TCS.NS,0.12101248200025772,756
312,2024-08-01,2024-07-31,Risk Parity,HINDUNILVR.NS,0.13670091403829035,756
313,2024-08-01,2024-07-31,Risk Parity,SUNPHARMA.NS,0.1201130530475432,756
314,2024-08-01,2024-07-31,Risk Parity,POWERGRID.NS,0.09925352227920131,756
315,2024-08-01,2024-07-31,Risk Parity,BHARTIARTL.NS,0.10557445870769114,756
316,2024-08-01,2024-07-31,Risk Parity,LT.NS,0.08315003636270292,756
317,2024-08-01,2024-07-31,Risk Parity,M&M.NS,0.08113236307425696,756
318,2024-08-01,2024-07-31,Risk Parity,BEL.NS,0.07139433461528778,756
319,2024-08-01,2024-07-31,Risk Parity,TRENT.NS,0.07419487135882726,756
320,2024-09-02,2024-08-30,Current Equal Weight,HDFCBANK.NS,0.1,756
321,2024-09-02,2024-08-30,Current Equal Weight,TCS.NS,0.1,756
322,2024-09-02,2024-08-30,Current Equal Weight,HINDUNILVR.NS,0.1,756
323,2024-09-02,2024-08-30,Current Equal Weight,SUNPHARMA.NS,0.1,756
324,2024-09-02,2024-08-30,Current Equal Weight,POWERGRID.NS,0.1,756
325,2024-09-02,2024-08-30,Current Equal Weight,BHARTIARTL.NS,0.1,756
326,2024-09-02,2024-08-30,Current Equal Weight,LT.NS,0.1,756
327,2024-09-02,2024-08-30,Current Equal Weight,M&M.NS,0.1,756
328,2024-09-02,2024-08-30,Current Equal Weight,BEL.NS,0.1,756
329,2024-09-02,2024-08-30,Current Equal Weight,TRENT.NS,0.1,756
330,2024-09-02,2024-08-30,Minimum Volatility,HDFCBANK.NS,0.1346929912160854,756
331,2024-09-02,2024-08-30,Minimum Volatility,TCS.NS,0.1657032575893487,756
332,2024-09-02,2024-08-30,Minimum Volatility,HINDUNILVR.NS,0.2,756
333,2024-09-02,2024-08-30,Minimum Volatility,SUNPHARMA.NS,0.2,756
334,2024-09-02,2024-08-30,Minimum Volatility,POWERGRID.NS,0.12034764028112861,756
335,2024-09-02,2024-08-30,Minimum Volatility,BHARTIARTL.NS,0.13177442698556918,756
336,2024-09-02,2024-08-30,Minimum Volatility,LT.NS,0.014054454376229583,756
337,2024-09-02,2024-08-30,Minimum Volatility,M&M.NS,0.021059606924912506,756
338,2024-09-02,2024-08-30,Minimum Volatility,BEL.NS,0.010403201627352452,756
339,2024-09-02,2024-08-30,Minimum Volatility,TRENT.NS,0.001964420999373571,756
340,2024-09-02,2024-08-30,Maximum Sharpe,HDFCBANK.NS,0.0,756
341,2024-09-02,2024-08-30,Maximum Sharpe,TCS.NS,0.07472240002117471,756
342,2024-09-02,2024-08-30,Maximum Sharpe,HINDUNILVR.NS,0.08099885112826098,756
343,2024-09-02,2024-08-30,Maximum Sharpe,SUNPHARMA.NS,0.2,756
344,2024-09-02,2024-08-30,Maximum Sharpe,POWERGRID.NS,0.13513139096706872,756
345,2024-09-02,2024-08-30,Maximum Sharpe,BHARTIARTL.NS,0.1758781630790448,756
346,2024-09-02,2024-08-30,Maximum Sharpe,LT.NS,0.0,756
347,2024-09-02,2024-08-30,Maximum Sharpe,M&M.NS,0.09463620487962898,756
348,2024-09-02,2024-08-30,Maximum Sharpe,BEL.NS,0.08834753572576752,756
349,2024-09-02,2024-08-30,Maximum Sharpe,TRENT.NS,0.15028545419905434,756
350,2024-09-02,2024-08-30,Risk Parity,HDFCBANK.NS,0.10755912901720495,756
351,2024-09-02,2024-08-30,Risk Parity,TCS.NS,0.1187877557863845,756
352,2024-09-02,2024-08-30,Risk Parity,HINDUNILVR.NS,0.1379688491065153,756
353,2024-09-02,2024-08-30,Risk Parity,SUNPHARMA.NS,0.125045940770784,756
354,2024-09-02,2024-08-30,Risk Parity,POWERGRID.NS,0.09778214318830303,756
355,2024-09-02,2024-08-30,Risk Parity,BHARTIARTL.NS,0.10731344809532552,756
356,2024-09-02,2024-08-30,Risk Parity,LT.NS,0.08316063245098053,756
357,2024-09-02,2024-08-30,Risk Parity,M&M.NS,0.08006249959838363,756
358,2024-09-02,2024-08-30,Risk Parity,BEL.NS,0.07000888965822412,756
359,2024-09-02,2024-08-30,Risk Parity,TRENT.NS,0.07231071232789452,756
360,2024-10-01,2024-09-30,Current Equal Weight,HDFCBANK.NS,0.1,756
361,2024-10-01,2024-09-30,Current Equal Weight,TCS.NS,0.1,756
362,2024-10-01,2024-09-30,Current Equal Weight,HINDUNILVR.NS,0.1,756
363,2024-10-01,2024-09-30,Current Equal Weight,SUNPHARMA.NS,0.1,756
364,2024-10-01,2024-09-30,Current Equal Weight,POWERGRID.NS,0.1,756
365,2024-10-01,2024-09-30,Current Equal Weight,BHARTIARTL.NS,0.1,756
366,2024-10-01,2024-09-30,Current Equal Weight,LT.NS,0.1,756
367,2024-10-01,2024-09-30,Current Equal Weight,M&M.NS,0.1,756
368,2024-10-01,2024-09-30,Current Equal Weight,BEL.NS,0.1,756
369,2024-10-01,2024-09-30,Current Equal Weight,TRENT.NS,0.1,756
370,2024-10-01,2024-09-30,Minimum Volatility,HDFCBANK.NS,0.13531755064346113,756
371,2024-10-01,2024-09-30,Minimum Volatility,TCS.NS,0.1731946633383514,756
372,2024-10-01,2024-09-30,Minimum Volatility,HINDUNILVR.NS,0.2,756
373,2024-10-01,2024-09-30,Minimum Volatility,SUNPHARMA.NS,0.2,756
374,2024-10-01,2024-09-30,Minimum Volatility,POWERGRID.NS,0.11929119077050443,756
375,2024-10-01,2024-09-30,Minimum Volatility,BHARTIARTL.NS,0.13699828257244462,756
376,2024-10-01,2024-09-30,Minimum Volatility,LT.NS,0.014789330644027703,756
377,2024-10-01,2024-09-30,Minimum Volatility,M&M.NS,0.009931808708018644,756
378,2024-10-01,2024-09-30,Minimum Volatility,BEL.NS,0.008912948704271943,756
379,2024-10-01,2024-09-30,Minimum Volatility,TRENT.NS,0.001564224618920204,756
380,2024-10-01,2024-09-30,Maximum Sharpe,HDFCBANK.NS,0.0,756
381,2024-10-01,2024-09-30,Maximum Sharpe,TCS.NS,0.02845494231007857,756
382,2024-10-01,2024-09-30,Maximum Sharpe,HINDUNILVR.NS,0.05697401496418992,756
383,2024-10-01,2024-09-30,Maximum Sharpe,SUNPHARMA.NS,0.19999999999999998,756
384,2024-10-01,2024-09-30,Maximum Sharpe,POWERGRID.NS,0.16097372712208907,756
385,2024-10-01,2024-09-30,Maximum Sharpe,BHARTIARTL.NS,0.1969865946555201,756
386,2024-10-01,2024-09-30,Maximum Sharpe,LT.NS,0.0,756
387,2024-10-01,2024-09-30,Maximum Sharpe,M&M.NS,0.12615140791442417,756
