Portfolio,Expected Return,Volatility,Sharpe Ratio
Current Portfolio,0.18066488090069802,0.14080831728735277,0.8214350056087695
Minimum Volatility,0.17394279315224725,0.13646119471025475,0.7983426598569889
Maximum Sharpe,0.2325262409423438,0.15792845273676467,1.0607730148637418
Risk Parity,0.18608781023028897,0.14085753258072545,0.8596473898965507
