Momentum Lookback,Volatility Lookback,Trend Lookback,Defensive Exposure,CAGR,Annualised Volatility,Sharpe Ratio,Sortino Ratio,Maximum Drawdown,Calmar Ratio,Beta vs Nifty 50,Average Turnover,Total Transaction Costs,CAGR Difference vs Fixed,Sharpe Difference vs Fixed,Drawdown Improvement vs Fixed
252,63,150,0.7,0.20341723226019948,0.12832482492040204,1.0416853472856515,1.5274215412702963,-0.1469956533812522,1.383831613936302,0.802660392097737,0.10379563368223717,46797.262192818314,-0.0018023444446528814,0.2753364359464042,0.211620027023387
252,63,150,0.8,0.20221607022561372,0.1328229061573408,1.0031850293473776,1.4627574176096105,-0.16174260724579836,1.2502337737038474,0.8399538851591527,0.08887250690977953,41341.04456866747,-0.003003506479238638,0.23683611800813031,0.19687307315884084
252,63,200,0.5,0.20292695137447825,0.1230175957156275,1.0778288721849447,1.587426288997299,-0.12526435184522366,1.6199896330059993,0.7439623852828686,0.1351790257176454,56017.044490609114,-0.0022926253303741095,0.3114799608456974,0.23335132855941554
252,63,200,0.7,0.20195050795818514,0.1297231966592344,1.0222819752807595,1.4936538469752094,-0.15171185901812645,1.3311451673270724,0.811930340684588,0.10365042169401878,45913.14167629237,-0.003269068746667214,0.25593306394151216,0.20690382138651275
252,63,200,0.8,0.20123791906455635,0.13377692489392354,0.9907913344386604,1.4414387274537517,-0.16483947890819484,1.2208114245291515,0.84612630298552,0.08876018184081262,40797.16132763662,-0.00398165764029601,0.2244424230994131,0.19377620149644437
252,126,100,0.5,0.19447429547214212,0.11448180065968376,1.086635527043802,1.6101387451618545,-0.13872704596872176,1.4018484579855428,0.683926302652859,0.13537314644386306,65483.0036826828,-0.010745281232710235,0.32028661570455463,0.21988863443591744
252,126,100,0.7,0.19581795076924413,0.12439696747446255,1.0187565760437944,1.4907673359186495,-0.1537548677381636,1.2735723665198797,0.7773387720813193,0.10093135143560134,49542.13242176874,-0.009401625935608227,0.2524076647045471,0.2048608126664756
252,126,100,0.8,0.19622908255730187,0.1302467970796812,0.9814162837319401,1.4274580698145451,-0.1668024574968484,1.1764160162988573,0.8242582171316765,0.08422847373980744,41367.556071072744,-0.008990494147550487,0.2150673723926928,0.1918132229077908
252,126,150,0.5,0.2021699699414432,0.12089879613403154,1.0892923489600959,1.607887747533829,-0.11950917408447093,1.691669041228135,0.7304436802255486,0.12782779070016342,53095.811734730254,-0.0030496067634091517,0.32294343762084854,0.23910650632016828
252,126,150,0.7,0.2003455414879589,0.12846225082680804,1.020473038957394,1.4911064687059152,-0.14913414490499943,1.3433914923747468,0.8052620481939002,0.0963996242487213,42302.25237248749,-0.004874035216893446,0.2541241276181466,0.20948153549963977
252,126,150,0.8,0.19921694299053128,0.1330038140046289,0.9829004129072723,1.4286362075703487,-0.16377203825211917,1.216428305568539,0.8428760376867402,0.08118357857460357,36681.93297329381,-0.006002633714321082,0.21655150156802494,0.19484364215252004
252,126,200,0.5,0.1999858928655467,0.12306720885420444,1.057213733131425,1.5512069678312213,-0.12667597027381838,1.5787200400617742,0.7458757330675605,0.12807775015570397,51942.448189442264,-0.0052336838393056695,0.29086482179217776,0.23193971013082082
252,126,200,0.7,0.1990407028936434,0.12985141991367297,1.0024158965104706,1.459793368076249,-0.15329439561658253,1.298421263824157,0.8144984688989237,0.09641646029864268,41610.35355855536,-0.0061788738112089625,0.23606698517122326,0.20532128478805667
252,126,200,0.8,0.19834809561612254,0.13395126431628132,0.9713879599807518,1.4088922645470967,-0.16650017027097064,1.1912786352910092,0.849026149242054,0.08118032135248753,36244.82591752023,-0.006871481088729814,0.20503904864150446,0.19211551013366857
