Market State,Investment,Trading Days,Cumulative Return,Annualised Return,Annualised Volatility,Sharpe Ratio,Maximum Drawdown,Positive-Day Frequency
Bull,Adaptive Barbell Strategy,966,0.9744178279422031,0.19418348315570633,0.1318977555237659,0.9343858813807452,-0.15235729846440427,0.5445134575569358
Bull,Fixed India 10 Portfolio,966,0.8393000995592781,0.17230281333484987,0.19228682833691102,0.5962570832794295,-0.40546352582805933,0.5383022774327122
Bull,Nifty 50,966,0.13987803684640787,0.034743298480852,0.13927219286638096,-0.13722590792482633,-0.18561044459023812,0.5248447204968945
Bear,Adaptive Barbell Strategy,167,0.18905976862600737,0.29861677904908457,0.11182124992274423,1.8302381755408235,-0.044088204213115545,0.5748502994011976
Bear,Fixed India 10 Portfolio,167,0.2836120179917403,0.4575538801945753,0.1695517124643626,1.9364516115254264,-0.07070819148034624,0.5449101796407185
Bear,Nifty 50,167,0.22928740229325317,0.36548023070464497,0.13350856828519192,1.9291080729139465,-0.04964661295742345,0.5389221556886228
